Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
Chronic cholestasis,itching, vomiting, yellowish_skin, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis, vomiting, yellowish_skin, abdominal_pain,,,
Chronic cholestasis,itching, vomiting, nausea, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis, vomiting, yellowish_skin, nausea,,,
Chronic cholestasis,itching, vomiting, yellowing_of_eyes,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,,
Chronic cholestasis, vomiting, yellowing_of_eyes,,,,
Chronic cholestasis, nausea, abdominal_pain,,,,
Chronic cholestasis, vomiting, yellowish_skin, nausea, abdominal_pain,,
Chronic cholestasis,itching, abdominal_pain, yellowing_of_eyes,,,
Chronic cholestasis, yellowish_skin, yellowing_of_eyes,,,,
Chronic cholestasis, vomiting, yellowish_skin, abdominal_pain, yellowing_of_eyes,,
Chronic cholestasis,itching, yellowish_skin, abdominal_pain, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting,,,,
Chronic cholestasis,itching, yellowish_skin, nausea, abdominal_pain,,
Chronic cholestasis,itching, vomiting, yellowing_of_eyes,,,
Chronic cholestasis, nausea, yellowing_of_eyes,,,,
Chronic cholestasis, vomiting, yellowish_skin, yellowing_of_eyes,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite,
Chronic cholestasis,itching, vomiting, yellowish_skin, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite,,
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite,,
Chronic cholestasis,itching, yellowish_skin, loss_of_appetite,,,
Chronic cholestasis, vomiting, nausea, yellowing_of_eyes,,,
Chronic cholestasis, vomiting, nausea, loss_of_appetite,,,
Chronic cholestasis, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis,itching, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis, yellowish_skin, nausea, yellowing_of_eyes,,,
Chronic cholestasis, vomiting, loss_of_appetite, yellowing_of_eyes,,,
Chronic cholestasis, yellowish_skin, loss_of_appetite,,,,
Chronic cholestasis, vomiting, yellowish_skin,,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite,,
Chronic cholestasis,itching, yellowish_skin, yellowing_of_eyes,,,
Chronic cholestasis,itching, vomiting, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting, yellowish_skin,,,
Chronic cholestasis,itching, yellowish_skin, nausea,,,
Chronic cholestasis, loss_of_appetite, yellowing_of_eyes,,,,
Chronic cholestasis, nausea, loss_of_appetite,,,,
Chronic cholestasis, yellowish_skin, nausea,,,,
Chronic cholestasis,itching, yellowish_skin,,,,
Chronic cholestasis,itching, nausea,,,,
Chronic cholestasis,itching, vomiting, yellowish_skin,,,
Chronic cholestasis, vomiting, loss_of_appetite, abdominal_pain,,,
Chronic cholestasis,itching, vomiting, nausea, abdominal_pain,,
Chronic cholestasis, yellowish_skin, nausea, loss_of_appetite, abdominal_pain,,
Chronic cholestasis,itching, abdominal_pain,,,,
Chronic cholestasis, vomiting, nausea, abdominal_pain,,,
Chronic cholestasis, vomiting, yellowish_skin, loss_of_appetite,,,
Chronic cholestasis,itching, vomiting, loss_of_appetite, abdominal_pain,,
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite,,
Chronic cholestasis, nausea, loss_of_appetite,,,,
Chronic cholestasis,itching, loss_of_appetite, abdominal_pain,,,
Chronic cholestasis, yellowish_skin, nausea, loss_of_appetite,,,
Chronic cholestasis, vomiting, yellowish_skin, nausea,,,
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite, abdominal_pain,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting,,,,
Chronic cholestasis, vomiting, nausea,,,,
Chronic cholestasis, vomiting, yellowish_skin, abdominal_pain,,,
Chronic cholestasis, loss_of_appetite, abdominal_pain,,,,
Chronic cholestasis, yellowish_skin, abdominal_pain,,,,
Chronic cholestasis, yellowish_skin, loss_of_appetite, abdominal_pain,,,
Chronic cholestasis, vomiting, nausea, loss_of_appetite, abdominal_pain,,
Chronic cholestasis, vomiting, yellowish_skin,,,,
Chronic cholestasis,itching, yellowish_skin, abdominal_pain, yellowing_of_eyes,,
Chronic cholestasis,itching, nausea, abdominal_pain,,,
Chronic cholestasis, vomiting, yellowish_skin, nausea, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis, nausea, loss_of_appetite,,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, abdominal_pain,,
Chronic cholestasis, nausea, yellowing_of_eyes,,,,
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis,itching, vomiting, yellowish_skin, yellowing_of_eyes,,
Chronic cholestasis, vomiting, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,
Chronic cholestasis,itching, yellowish_skin, nausea, abdominal_pain,,
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite,,
Chronic cholestasis, vomiting, nausea, loss_of_appetite,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,,
Chronic cholestasis, vomiting, yellowish_skin, nausea, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, abdominal_pain,
Chronic cholestasis,itching, vomiting, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis, nausea, abdominal_pain, yellowing_of_eyes,,,
Chronic cholestasis,itching, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite,,
Chronic cholestasis, abdominal_pain, yellowing_of_eyes,,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite,,
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite,,
Chronic cholestasis,itching, loss_of_appetite, abdominal_pain,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis,itching, nausea, abdominal_pain,,,
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis, vomiting, yellowish_skin, abdominal_pain, yellowing_of_eyes,,
Chronic cholestasis,itching, abdominal_pain, yellowing_of_eyes,,,
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis,itching, vomiting, nausea, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite,,
Chronic cholestasis,itching, vomiting, nausea, yellowing_of_eyes,,
Chronic cholestasis, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis,itching, nausea, loss_of_appetite,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,,
Chronic cholestasis, vomiting, abdominal_pain,,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite,
Chronic cholestasis, vomiting, yellowish_skin, nausea,,,
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain,
Chronic cholestasis,itching, loss_of_appetite, yellowing_of_eyes,,,
Chronic cholestasis, vomiting, nausea, yellowing_of_eyes,,,
Chronic cholestasis, vomiting, nausea, loss_of_appetite,,,
Chronic cholestasis,itching, yellowish_skin, loss_of_appetite, abdominal_pain,,
Chronic cholestasis, vomiting, yellowing_of_eyes,,,,
Chronic cholestasis, nausea, yellowing_of_eyes,,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction,itching, skin_rash, spotting_ urination,,,
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction,itching, stomach_pain, burning_micturition,,,
Drug Reaction, skin_rash, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, skin_rash, stomach_pain,,,
Drug Reaction,itching, stomach_pain, spotting_ urination,,,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction,itching, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, skin_rash, burning_micturition,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction, skin_rash, stomach_pain, spotting_ urination,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition,,,
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction, stomach_pain, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction,itching, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction,itching, stomach_pain, spotting_ urination,,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction, stomach_pain, burning_micturition, spotting_ urination,,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction,itching, stomach_pain, burning_micturition,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,,
Drug Reaction,itching, skin_rash, burning_micturition,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, spotting_ urination,,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction, skin_rash, burning_micturition, spotting_ urination,,,
Drug Reaction, skin_rash, burning_micturition,,,,
Drug Reaction,itching, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,,
Drug Reaction,itching, skin_rash, stomach_pain,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, spotting_ urination,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction,itching, stomach_pain, spotting_ urination,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Drug Reaction, skin_rash, stomach_pain, spotting_ urination,,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,,
Drug Reaction,itching, skin_rash, stomach_pain,,,
Drug Reaction, skin_rash, burning_micturition,,,,
Drug Reaction,itching, stomach_pain, burning_micturition,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition,,,
Drug Reaction,itching, skin_rash, burning_micturition,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction, skin_rash, burning_micturition,,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition,,,
Drug Reaction, skin_rash, stomach_pain, spotting_ urination,,,
Drug Reaction, skin_rash, burning_micturition, spotting_ urination,,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction, stomach_pain, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction,itching, stomach_pain, spotting_ urination,,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction, stomach_pain, burning_micturition, spotting_ urination,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction,itching, stomach_pain, burning_micturition,,,
Drug Reaction,itching, burning_micturition, spotting_ urination,,,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,,
Drug Reaction,itching, skin_rash, spotting_ urination,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction, skin_rash, burning_micturition,,,,
Drug Reaction,itching, skin_rash, burning_micturition,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction,itching, burning_micturition, spotting_ urination,,,
Drug Reaction, skin_rash, burning_micturition, spotting_ urination,,,
Drug Reaction, skin_rash, stomach_pain, spotting_ urination,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, stomach_pain,,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, spotting_ urination,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,,
Drug Reaction,itching, stomach_pain, spotting_ urination,,,
Drug Reaction,itching, stomach_pain, burning_micturition,,,
Drug Reaction,itching, skin_rash, stomach_pain,,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction, skin_rash, burning_micturition,,,,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,,
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction,itching, skin_rash, burning_micturition,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Peptic ulcer diseae, vomiting, abdominal_pain, passage_of_gases,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, passage_of_gases,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,,
Peptic ulcer diseae, vomiting, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain,,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,
Peptic ulcer diseae, loss_of_appetite, passage_of_gases,,,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain, passage_of_gases,,,
Peptic ulcer diseae, abdominal_pain, internal_itching,,,,
Peptic ulcer diseae, vomiting, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, passage_of_gases, internal_itching,,
Peptic ulcer diseae, loss_of_appetite, internal_itching,,,,
Peptic ulcer diseae, vomiting, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, passage_of_gases, internal_itching,,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, internal_itching,,
Peptic ulcer diseae, abdominal_pain, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, vomiting, internal_itching,,,,
Peptic ulcer diseae, vomiting, abdominal_pain,,,,
Peptic ulcer diseae, vomiting, passage_of_gases,,,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, abdominal_pain, passage_of_gases,,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, internal_itching,,,
Peptic ulcer diseae, loss_of_appetite, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain,,,
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain,,,
Peptic ulcer diseae, vomiting, indigestion,,,,
Peptic ulcer diseae, vomiting, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases, internal_itching,
Peptic ulcer diseae, indigestion, passage_of_gases,,,,
Peptic ulcer diseae, vomiting, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, internal_itching,,,,
Peptic ulcer diseae, vomiting, indigestion, passage_of_gases,,,
Peptic ulcer diseae, abdominal_pain, internal_itching,,,,
Peptic ulcer diseae, vomiting, indigestion, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, vomiting, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, passage_of_gases, internal_itching,,,,
Peptic ulcer diseae, indigestion, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, indigestion, abdominal_pain,,,,
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases,,
Peptic ulcer diseae, indigestion, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, abdominal_pain, passage_of_gases,,,
Peptic ulcer diseae, vomiting, internal_itching,,,,
Peptic ulcer diseae, vomiting, abdominal_pain, passage_of_gases,,,
Peptic ulcer diseae, vomiting, abdominal_pain,,,,
Peptic ulcer diseae, abdominal_pain, passage_of_gases,,,,
Peptic ulcer diseae, vomiting, indigestion, internal_itching,,,
Peptic ulcer diseae, vomiting, passage_of_gases,,,,
Peptic ulcer diseae, abdominal_pain, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, indigestion, loss_of_appetite,,,,
Peptic ulcer diseae, indigestion, passage_of_gases,,,,
Peptic ulcer diseae, passage_of_gases, internal_itching,,,,
Peptic ulcer diseae, abdominal_pain, passage_of_gases,,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, internal_itching,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, passage_of_gases,,,
Peptic ulcer diseae, indigestion, internal_itching,,,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain,,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain,,,
